0.50	0.50	0.19	0.55	0.53	0.95	0.01	0.77	-0.02	1.19	0.61	0.42	0.43	-0.02	0.40	0.17
-0.50	-0.50	-0.90	-0.68	-0.65	0.17	0.04	-0.72	-0.90	-0.40	-0.72	0.01	-0.71	0.00	-0.01	-0.05
0.50	0.50	0.58	0.05	0.01	0.86	0.99	0.85	0.94	0.72	0.07	0.09	0.96	1.16	0.37	0.44
-0.50	-0.50	-0.90	-0.46	-0.08	-1.00	0.07	-0.32	-0.95	-0.34	-0.43	-0.32	-0.31	-0.13	-1.01	-0.46
0.50	0.50	0.49	0.67	-0.17	0.54	0.85	0.06	0.37	1.10	0.99	1.12	1.12	0.93	0.39	0.50
-0.50	-0.50	-0.55	-1.09	-0.78	-1.06	0.16	-0.45	-0.19	-1.05	-1.03	-1.18	-0.24	-0.76	-1.17	-0.47
0.50	0.50	0.06	0.91	0.90	-0.13	0.37	0.39	0.37	1.06	-0.02	0.84	0.41	0.83	0.50	0.68
-0.50	-0.50	0.08	-1.12	0.12	-0.38	-1.18	-0.17	-0.91	0.06	0.12	-0.76	-0.48	0.00	-1.13	-1.12
0.50	0.50	0.31	0.88	0.61	-0.04	0.89	0.22	0.68	1.18	0.32	1.01	0.99	0.10	0.67	0.91
-0.50	-0.50	-0.93	0.15	-0.32	-0.04	-0.36	-0.70	0.08	-0.43	-0.04	-0.31	-0.22	-0.58	-0.45	-1.07
0.50	0.50	1.02	0.87	0.39	0.55	0.41	0.74	0.62	0.49	-0.06	0.66	0.48	1.06	-0.18	0.52
-0.50	-0.50	-0.63	-0.11	0.04	-0.61	-0.70	-0.29	-0.28	-0.05	0.08	-0.70	-0.70	-0.90	0.05	-0.23
0.50	0.50	0.50	1.18	0.63	0.15	-0.13	-0.19	0.48	0.45	0.54	0.73	0.22	1.05	0.96	0.89
-0.50	-0.50	-0.96	-1.10	-0.65	-0.38	-0.07	-0.75	0.17	-0.15	0.01	-0.97	-0.31	0.08	-1.04	0.18
0.50	0.50	0.04	0.98	0.63	0.70	0.77	0.88	0.01	0.45	0.35	0.18	0.61	0.04	0.39	-0.13
-0.50	-0.50	0.06	-0.12	0.00	-0.81	-0.28	-0.73	-0.17	-0.73	-0.89	-0.27	-0.63	-0.13	-0.43	0.02
0.50	0.50	0.07	0.99	1.16	0.01	0.46	0.17	0.58	0.62	0.85	-0.07	0.28	0.03	0.07	1.15
-0.50	-0.50	-0.70	-0.10	-0.64	-0.84	-0.37	-0.76	0.07	-0.12	-0.22	-1.02	-1.08	-0.64	-0.65	-0.56
0.50	0.50	-0.03	0.79	0.52	0.83	0.48	1.05	0.99	0.11	-0.06	0.78	0.91	0.01	-0.05	0.21
-0.50	-0.50	-0.69	-0.22	-0.55	-0.92	-0.67	0.08	-0.88	-0.68	-1.01	-0.77	-0.24	-0.65	0.13	-0.29
0.50	0.50	0.55	-0.16	0.04	0.20	0.31	0.05	0.94	1.13	1.15	0.90	0.25	0.73	0.14	0.96
-0.50	-0.50	-0.50	-1.06	-0.44	0.03	-0.62	-0.68	-0.95	-0.13	-0.29	-1.18	0.18	-0.51	-0.66	-0.61
0.50	0.50	0.60	1.05	1.19	0.94	0.12	0.41	0.29	0.81	0.36	0.55	0.60	0.67	0.84	0.84
-0.50	-0.50	-1.03	-1.01	-1.06	-0.05	-0.48	-1.18	-0.98	-0.77	-1.07	-1.06	-0.57	-1.15	-0.57	-0.25
0.50	0.50	0.74	0.18	0.48	0.35	-0.15	1.08	1.13	1.11	0.58	0.37	0.67	0.25	0.66	0.00
-0.50	-0.50	-0.24	-0.03	-0.54	-0.04	-0.96	-0.46	-0.50	-0.83	-0.42	-0.18	-0.13	-0.80	-1.05	-0.43
0.50	0.50	0.45	1.16	1.18	0.00	0.14	0.97	0.06	0.76	0.22	0.38	0.47	0.55	1.07	-0.13
-0.50	-0.50	-0.78	-0.02	-0.19	0.00	-0.30	-0.36	-0.83	-0.05	-0.05	-0.33	-0.73	-0.50	-0.37	-0.33
0.50	0.50	0.65	0.23	0.46	0.74	0.85	0.04	-0.11	-0.02	0.55	0.82	0.77	0.09	0.96	0.99
-0.50	-0.50	-0.67	-0.21	-0.16	-0.59	-0.92	0.18	-0.10	-0.36	-0.93	-0.38	-0.12	0.15	0.06	-0.59
0.50	0.50	0.21	0.52	0.81	1.09	0.67	0.65	1.19	-0.18	-0.12	0.46	0.64	0.08	1.05	0.31
-0.50	-0.50	0.20	-0.51	-0.74	-0.91	-0.65	-0.74	-0.29	-0.49	0.06	-1.05	-0.86	-1.10	-1.02	0.17
0.50	0.50	1.11	0.92	-0.17	0.72	0.88	0.80	1.12	0.54	1.02	0.72	0.06	0.57	0.45	-0.01
-0.50	-0.50	-1.13	-0.31	-1.14	-0.82	-0.61	-0.74	-0.32	-0.52	-0.21	0.19	-0.36	0.12	-1.08	-0.40
0.50	0.50	0.83	1.18	0.45	0.31	-0.15	1.05	0.75	0.55	1.02	1.14	0.86	1.04	1.11	0.23
-0.50	-0.50	-0.20	-1.11	-0.86	-0.61	-0.34	0.05	-0.29	0.04	-0.37	0.19	0.08	-1.19	0.10	-0.20
0.50	0.50	1.09	0.72	1.02	0.65	0.62	-0.05	-0.02	0.04	0.48	0.43	0.95	0.49	0.13	1.08
-0.50	-0.50	-0.91	-0.78	-0.22	-0.70	-0.59	-0.13	-0.63	0.13	0.17	-0.64	0.10	-0.99	-0.57	-0.24
0.50	0.50	0.24	0.28	1.05	0.68	0.95	0.57	0.28	0.81	0.12	0.30	1.08	0.98	0.86	1.00
-0.50	-0.50	0.08	-0.95	0.05	-0.99	-0.75	-0.01	-0.67	-0.56	-0.44	0.20	-0.23	-0.31	-0.94	-0.88
0.50	0.50	0.92	-0.07	0.54	0.38	0.41	-0.02	0.54	0.35	0.37	-0.06	0.22	0.65	0.23	0.74
-0.50	-0.50	-0.61	-0.74	-0.01	-0.36	-0.88	-0.69	-0.40	-0.61	-0.76	-0.99	0.15	0.09	-0.09	-0.60
0.50	0.50	0.11	-0.19	0.76	0.82	0.26	0.89	0.39	0.18	0.16	0.82	1.07	0.79	0.67	0.51
-0.50	-0.50	0.00	-1.04	-0.39	-0.90	0.14	-0.46	-0.91	-1.05	0.12	-0.39	-0.31	-0.21	-0.58	-0.05
0.50	0.50	0.95	0.64	-0.12	-0.19	0.51	0.42	-0.14	0.69	0.77	0.14	0.56	1.15	1.16	0.27
-0.50	-0.50	-0.29	0.04	0.15	0.16	-0.42	-0.06	-1.05	-0.50	-0.01	-0.89	-0.65	0.06	-0.38	-0.34
0.50	0.50	0.83	0.38	0.76	0.94	0.39	0.32	0.50	1.05	1.16	0.60	0.85	0.25	-0.05	-0.08
-0.50	-0.50	0.14	0.04	-0.14	-0.30	-0.45	-1.17	-0.05	-1.02	-0.41	-0.86	-0.46	-0.51	-0.91	-0.60
0.50	0.50	1.18	1.15	-0.15	0.15	0.47	0.65	0.05	-0.18	1.14	0.35	0.21	0.92	-0.15	1.04
-0.50	-0.50	-0.11	-0.53	-1.17	-0.21	-1.07	-1.05	-0.21	-0.92	-0.64	-0.90	-1.16	-1.03	-0.86	-0.77
0.50	0.50	1.09	1.02	1.16	0.21	0.00	-0.19	-0.08	0.14	0.46	0.15	0.97	0.22	0.19	0.20
-0.50	-0.50	-1.15	-0.89	0.14	-0.40	-1.13	-0.85	-0.82	-0.85	-0.29	-0.63	-0.96	-0.01	-0.74	-0.98
0.50	0.50	0.73	0.82	0.08	0.44	0.35	0.35	1.07	1.01	-0.03	1.15	0.51	0.35	-0.11	0.24
-0.50	-0.50	-0.71	-0.69	-1.06	-0.15	-1.07	-0.90	-0.33	-0.45	-1.10	-0.76	-0.22	0.03	-0.16	-0.59
0.50	0.50	-0.18	0.99	1.05	-0.13	1.19	0.68	0.83	0.09	0.84	1.10	0.79	0.25	0.38	1.12
-0.50	-0.50	-0.80	-0.52	-0.98	-1.17	-1.07	-0.83	-0.31	0.03	-0.25	0.11	-0.93	-0.35	-0.24	-0.91
0.50	0.50	0.28	0.34	0.20	0.37	0.59	0.05	-0.15	0.11	1.10	0.46	0.49	-0.15	0.24	0.10
-0.50	-0.50	-0.49	-0.42	-1.19	-0.95	-0.18	-1.03	-0.34	-0.42	-0.56	-0.58	-0.43	-0.12	-0.05	-0.64
0.50	0.50	1.18	0.64	0.35	0.79	0.06	0.44	0.16	0.26	0.36	0.43	-0.08	-0.13	0.06	0.42
-0.50	-0.50	0.16	-0.12	-0.36	0.09	-1.18	-0.51	-0.87	-0.32	-0.72	0.13	-0.76	-1.12	-0.49	-0.88
0.50	0.50	0.25	0.39	0.11	0.35	0.57	1.12	0.32	0.17	0.20	1.14	0.96	-0.07	1.02	0.58
-0.50	-0.50	-0.42	-0.05	-0.96	-0.75	-1.17	-0.73	-0.85	0.10	0.16	0.05	-0.70	-1.16	-0.17	-0.54
0.50	0.50	1.19	-0.09	-0.17	0.64	0.13	1.13	1.04	0.28	0.36	0.83	-0.16	0.49	0.56	-0.08
-0.50	-0.50	-0.21	-0.34	-1.00	-0.26	-0.88	-0.66	-0.06	-1.09	-0.75	0.16	-0.15	-0.84	0.04	0.11
0.50	0.50	0.57	0.12	-0.05	0.76	-0.08	0.34	0.96	0.39	0.77	0.25	0.33	0.02	1.15	-0.14
-0.50	-0.50	-0.89	0.10	0.14	-0.32	0.15	-0.17	-0.72	0.16	-0.30	-0.63	-0.07	-0.30	-0.63	-0.25
0.50	0.50	-0.06	0.04	0.64	1.03	-0.02	-0.10	1.15	0.58	0.37	0.15	0.19	0.26	0.15	1.14
-0.50	-0.50	0.14	0.14	-1.11	-0.45	-0.79	0.03	-0.39	-0.44	-0.07	-0.87	-0.26	-0.13	-0.79	-0.28
0.50	0.50	0.21	0.95	0.98	0.92	0.47	0.41	0.43	0.22	0.74	-0.18	0.25	0.27	0.09	0.87
-0.50	-0.50	-0.71	-0.73	-0.69	-0.84	-0.97	0.04	-0.15	-0.53	-0.40	-0.58	0.13	-1.01	-0.66	-0.33
0.50	0.50	0.90	0.47	-0.20	-0.14	0.09	0.14	1.02	0.41	0.36	0.74	0.00	0.13	1.11	0.79
-0.50	-0.50	0.11	-1.04	-0.38	0.00	-0.04	-0.12	-0.36	-0.80	-0.94	-0.83	-0.65	-0.46	-0.86	-0.51
0.50	0.50	0.57	0.97	-0.02	0.96	0.88	-0.14	0.98	1.03	-0.05	0.06	0.57	0.48	-0.12	0.54
-0.50	-0.50	-1.12	-0.82	-0.32	-0.42	-0.95	-1.13	-0.92	-0.22	-0.01	-1.11	0.08	0.09	-0.46	-0.19
0.50	0.50	0.64	0.75	1.02	0.01	0.42	0.29	0.10	0.00	0.42	-0.15	-0.12	0.04	0.89	0.01
-0.50	-0.50	0.18	-1.14	-0.37	-0.82	-1.09	-0.16	-0.46	-0.57	-0.81	-0.36	-0.95	-0.84	-0.76	-0.62
0.50	0.50	0.52	0.40	1.06	0.79	0.19	0.37	0.78	-0.20	1.18	0.69	0.69	-0.05	1.03	0.21
-0.50	-0.50	-0.92	-0.50	-1.16	-0.65	-0.40	-0.03	0.08	0.03	-0.26	-0.75	-0.28	-0.58	-0.89	-0.61
0.50	0.50	0.61	0.51	0.84	1.12	0.53	-0.05	1.12	0.41	1.02	0.85	0.67	0.03	0.50	0.33
-0.50	-0.50	-0.82	-0.39	-0.69	-0.55	-0.01	-0.91	-1.14	-1.20	-1.14	0.06	-0.78	-0.11	-0.80	0.01
0.50	0.50	0.93	0.64	0.93	0.45	0.16	0.93	0.94	0.88	-0.03	-0.03	1.18	0.86	0.82	0.50
-0.50	-0.50	-0.86	-0.51	-1.19	-1.10	-0.80	0.16	-0.32	-0.28	-0.72	-0.33	-1.12	-0.31	-0.15	0.05
0.50	0.50	-0.10	0.81	0.66	0.84	0.05	0.66	1.04	1.14	0.17	0.34	0.46	0.86	0.99	-0.04
-0.50	-0.50	-0.92	-0.80	-0.95	-0.78	-1.12	-0.93	-0.52	-0.27	-0.36	-0.20	0.00	-0.05	0.07	-0.52
0.50	0.50	1.15	0.86	-0.12	1.01	0.20	1.00	0.12	-0.19	0.14	0.05	0.39	1.12	0.76	0.42
-0.50	-0.50	-0.88	-0.23	-0.01	-0.01	-1.11	0.02	0.03	-0.30	-0.35	0.18	-0.54	-0.24	-0.16	-1.15
0.50	0.50	0.68	1.10	1.13	0.95	0.03	0.74	0.80	0.26	1.11	0.55	0.70	1.13	0.50	1.12
-0.50	-0.50	-0.83	-1.06	-0.33	0.00	-0.19	-0.55	-0.10	-0.84	-0.43	-0.45	-1.09	-0.08	-1.11	-0.16
0.50	0.50	-0.14	0.94	0.15	0.39	0.96	0.47	0.18	1.07	0.61	0.12	0.40	0.59	0.67	0.68
-0.50	-0.50	-0.16	-0.68	-1.08	-0.99	-0.67	-0.47	-1.00	-0.39	0.15	0.00	-0.10	-0.93	-1.00	0.15
0.50	0.50	0.43	0.42	0.56	1.03	0.33	0.86	0.90	0.72	0.04	0.24	1.04	0.57	-0.14	0.07
-0.50	-0.50	-0.18	0.20	-0.39	-1.11	-0.16	-0.18	-0.12	-1.16	-0.37	0.10	0.12	-0.47	-0.24	0.04
0.50	0.50	0.31	0.33	0.40	0.28	1.10	1.04	0.66	0.50	0.89	0.44	0.08	0.95	-0.19	0.58
-0.50	-0.50	-0.71	-0.61	-0.32	-0.30	-0.22	-0.92	-0.33	-0.45	-0.07	-0.04	0.03	-0.10	0.12	-0.90
0.50	0.50	0.04	0.96	0.30	0.07	0.59	0.29	0.57	1.02	1.11	-0.15	-0.11	0.16	0.39	0.76
-0.50	-0.50	-0.39	-0.66	0.06	-1.12	-0.04	0.00	-0.20	-1.11	-1.05	-0.80	0.14	-0.91	-0.39	-1.17
0.50	0.50	-0.06	0.00	0.82	0.19	-0.02	-0.01	0.14	-0.14	0.47	0.09	0.21	0.07	0.78	0.16
-0.50	-0.50	-0.52	-0.68	-0.80	-0.94	-0.29	-0.74	-0.76	-0.04	-1.05	-0.19	-0.84	-0.92	-0.59	-0.31
0.50	0.50	0.51	0.03	0.76	0.43	0.74	0.30	0.86	0.04	0.51	0.68	-0.16	0.84	0.98	0.36
-0.50	-0.50	-0.83	-0.02	-0.20	-0.78	-0.67	-0.33	-0.12	-0.64	0.01	-0.07	-0.68	-0.31	-0.40	-0.89
0.50	0.50	0.91	0.91	0.51	0.51	0.25	0.28	0.08	1.15	1.08	-0.02	0.17	0.84	0.56	0.99
-0.50	-0.50	-0.81	-0.28	0.11	-0.18	-0.81	-1.01	-0.31	-0.52	-0.10	0.03	-0.82	-0.24	-0.03	-0.76
0.50	0.50	-0.12	0.37	0.88	0.11	0.99	0.09	-0.04	1.13	1.13	0.65	-0.06	0.33	0.60	0.30
-0.50	-0.50	-0.70	-0.42	-0.66	-1.09	-0.03	-0.44	-0.79	-0.84	-0.91	-1.15	-0.26	-0.21	-1.08	0.15
0.50	0.50	0.71	0.47	0.23	0.74	1.04	0.91	0.57	0.26	0.24	0.30	0.85	0.58	0.35	0.32
-0.50	-0.50	-0.86	0.16	-0.58	-1.11	0.03	-0.23	-1.11	-0.15	-0.17	-1.10	-0.74	-1.16	-1.19	0.17
0.50	0.50	0.96	0.30	0.81	0.38	1.08	-0.11	0.98	0.28	0.11	0.42	-0.18	0.25	0.90	0.61
-0.50	-0.50	-0.52	-1.17	0.03	-0.02	-0.61	0.09	-0.53	-0.76	-0.25	-0.33	-0.90	-0.01	-0.92	-0.16
0.50	0.50	-0.19	0.85	-0.19	0.07	0.81	0.95	-0.15	1.07	0.13	0.02	-0.01	0.60	0.27	1.06
-0.50	-0.50	-0.29	-1.17	-0.74	-1.02	-0.67	-0.14	-1.01	-1.19	-0.53	-0.02	-0.92	-0.16	-0.92	-0.23
0.50	0.50	0.34	0.39	0.59	0.53	0.09	0.38	0.87	-0.02	0.47	0.00	-0.17	0.89	-0.03	0.16
-0.50	-0.50	-0.14	-0.46	-0.38	-1.15	-0.26	0.20	-0.94	-1.03	-0.80	-0.49	-0.17	-0.35	-0.94	-0.51
0.50	0.50	0.85	0.59	-0.08	0.56	1.06	0.36	0.61	0.24	0.41	0.94	0.25	0.37	-0.14	0.97
-0.50	-0.50	-0.04	-0.43	-0.36	-1.04	-0.70	-0.45	-1.16	-0.93	0.18	-0.33	-1.04	-0.04	-0.62	-0.18
0.50	0.50	-0.04	0.85	0.75	0.39	0.56	1.11	0.50	1.08	-0.13	0.59	0.37	1.09	0.71	0.40
-0.50	-0.50	-0.11	-1.14	-0.36	-0.98	0.17	-0.90	-0.08	-0.75	0.13	-0.13	-0.94	-0.97	-1.10	-0.37
0.50	0.50	-0.16	-0.04	0.59	0.48	0.12	0.56	0.24	0.54	0.39	0.44	0.01	1.16	0.33	1.20
-0.50	-0.50	-0.54	-0.33	-0.75	0.16	-0.06	-0.94	-0.38	-0.75	-0.12	-0.88	0.08	-0.79	-1.01	-0.64
0.50	0.50	1.02	0.10	1.05	-0.07	0.09	0.80	0.74	0.95	0.80	0.52	0.03	0.00	1.20	0.08
-0.50	-0.50	-0.47	-0.04	-0.44	-0.23	-0.24	-1.12	-0.05	-0.74	-0.70	-0.75	0.13	-0.38	-0.57	-0.95
0.50	0.50	0.02	0.92	0.80	0.41	0.08	0.06	0.94	1.17	1.19	0.90	0.46	0.10	-0.15	0.54
