0.50	0.50	0.77	-0.29	0.22	-0.17	0.04	0.10	1.29	1.08	1.26	0.24	0.76	0.45	-0.49	1.22
-0.50	-0.50	-0.68	-1.14	-0.38	-1.47	-0.66	0.22	-0.31	0.22	-1.08	-0.36	-0.30	-0.95	0.15	-0.72
0.50	0.50	-0.39	-0.12	0.29	-0.37	0.52	-0.25	0.79	1.36	0.28	0.90	0.75	0.76	1.26	0.12
-0.50	-0.50	-0.87	-0.76	0.35	-0.79	-0.56	-0.56	-0.69	0.31	-1.33	-1.23	-0.78	-0.15	-0.97	-1.13
0.50	0.50	0.50	1.25	1.09	1.26	0.27	0.46	-0.21	-0.48	0.17	-0.09	-0.31	0.34	0.26	0.78
-0.50	-0.50	-0.21	-0.78	-1.18	-0.67	-0.02	-1.44	-1.04	-0.93	-0.22	-1.44	-0.56	-0.42	-0.75	-1.04
0.50	0.50	-0.17	-0.15	1.34	-0.04	-0.11	0.54	0.50	-0.34	0.68	0.06	1.41	1.44	0.76	0.31
-0.50	-0.50	0.49	-0.64	-0.45	-0.71	0.43	-1.25	-1.48	0.29	-0.63	-0.94	-0.10	-0.27	-0.95	0.04
0.50	0.50	0.19	0.35	0.76	0.01	0.69	1.04	0.11	0.82	1.16	0.37	-0.16	1.44	0.63	0.91
-0.50	-0.50	-0.78	-0.55	-0.15	-0.63	0.36	-1.46	-0.16	-1.13	0.46	-1.21	-0.74	0.46	-0.74	-0.01
0.50	0.50	0.12	0.74	-0.19	0.53	0.60	-0.42	0.17	0.16	0.57	0.34	0.54	0.83	-0.20	1.31
-0.50	-0.50	-0.12	-0.39	-0.28	0.43	-0.45	-0.98	-0.72	-0.79	-0.26	0.17	-0.08	-0.67	0.06	-0.25
0.50	0.50	0.98	0.91	-0.32	1.28	0.98	0.05	0.21	-0.04	-0.30	0.11	1.27	0.70	1.44	-0.06
-0.50	-0.50	0.32	-0.45	-0.91	0.01	-0.10	-1.23	-0.61	-0.12	-0.85	-1.23	-0.26	-1.40	-1.42	-0.11
0.50	0.50	0.99	-0.50	0.83	-0.19	-0.32	0.77	0.87	0.61	0.12	0.97	-0.14	0.03	1.35	1.02
-0.50	-0.50	0.06	-0.57	-0.93	-0.60	0.48	-0.52	-1.00	-0.30	-0.91	-0.66	0.37	-1.03	-1.03	-0.55
0.50	0.50	0.99	0.61	0.75	-0.37	0.92	0.85	-0.37	1.28	-0.02	-0.05	0.53	0.55	1.47	0.59
-0.50	-0.50	0.21	0.37	-0.46	0.02	0.23	-0.44	0.22	0.40	-1.03	0.11	-1.47	-1.34	-0.15	-0.59
0.50	0.50	0.40	0.86	1.03	0.30	1.10	-0.19	0.82	0.74	1.12	1.33	-0.31	-0.07	0.18	1.24
-0.50	-0.50	-1.33	-1.12	-1.50	0.19	-1.18	-0.32	-0.86	-0.32	-1.30	-0.40	0.27	-0.20	-1.34	0.40
0.50	0.50	1.30	0.21	0.69	0.09	1.15	1.49	1.18	0.93	-0.27	0.98	-0.16	0.10	1.03	1.37
-0.50	-0.50	0.05	-0.59	-1.04	0.32	-1.17	-1.50	-0.83	-0.92	-0.44	-0.88	-0.57	-1.11	0.25	-1.45
0.50	0.50	-0.09	-0.36	-0.09	0.23	0.08	1.39	1.08	-0.37	1.49	0.71	-0.50	0.49	1.30	0.16
-0.50	-0.50	-0.53	-0.51	-0.23	0.08	-1.10	0.22	0.14	0.04	-0.71	-1.35	-0.64	-0.13	-0.15	-0.98
0.50	0.50	0.28	1.35	-0.12	1.42	0.22	0.07	0.60	0.39	0.12	1.10	1.38	1.01	-0.12	0.89
-0.50	-0.50	-0.54	-0.88	0.39	-0.61	0.37	0.27	0.48	-1.31	0.39	0.06	-0.81	-0.57	-1.26	-0.91
0.50	0.50	0.18	0.98	0.14	-0.39	0.83	1.08	0.73	0.84	0.04	0.42	1.45	0.30	0.98	-0.48
-0.50	-0.50	-1.10	-0.46	-0.27	-0.07	-1.39	-0.70	-1.15	-0.71	-0.76	-0.51	-0.66	-0.96	-1.39	-0.45
